,StationName,WaterYear,pH,H (ueq/L),Ca (ueq/L),Mg (ueq/L),Na (ueq/L),K (ueq/L),NH4 (ueq/L),Cl (ueq/L),SO4 (ueq/L),NO3 (ueq/L),DOC (mg/L),Snow Depth (cm)
2378,GARNET CANYON WY,2014,6.3,0.5,9.5,2.5,3.6,3.1,9,2.2,4,4.7,1.1,249
2379,GARNET CANYON WY,2015,5.7,2,5.1,1.6,2.7,1.5,5.9,2.3,3.1,4,0.51,180
2380,GARNET CANYON WY,2016,5.7,2,7,1.6,2.6,2.9,5.9,1.7,3.3,4.8,0.6,152
2381,GARNET CANYON WY,2017,5.7,2,3,0.8,1.3,0.5,3.1,0.6,2.1,2.5,0.46,279
2382,GARNET CANYON WY,2018,5.9,1.3,11.3,2.6,3,1.5,7.1,1.7,3.5,5.2,0.8,147
597,GRAND MESA CO,1993,5,10,<3.1,<1.7,<3,0.5,3.5,<1.1,9.6,5.8,0.4,251
598,GRAND MESA CO,1994,5.5,3.2,16.4,4,3.9,6.7,8.9,2.3,12.7,12.4,2.5,117
599,GRAND MESA CO,1995,5.2,6.3,9.5,<1.7,<3,0.5,4.7,<1.1,7.5,10.4,0.9,249
600,GRAND MESA CO,1996,5.6,2.5,9.8,<1.7,0.9,0.8,3.7,<1.1,6.5,7.6,0.7,165
601,GRAND MESA CO,1997,5.1,7.9,7.6,<1.7,,0.5,3,1.1,8.7,8.6,1.3,206
602,GRAND MESA CO,1998,5.1,7.9,8,1.6,1.3,0.5,5,1.1,10.2,9.4,0.7,196
603,GRAND MESA CO,1999,6.5,0.3,44.3,4,3.4,2.3,7.8,2,12.3,11.8,1.3,168
604,GRAND MESA CO,2000,5.2,6.3,11,2.5,1.6,1.4,6.7,1.1,8.7,11.6,0.79,160
605,GRAND MESA CO,2001,5.4,4,12.9,2.5,2.2,1.2,7.4,<0.6,9.8,14.8,0.7,127
606,GRAND MESA CO,2002,6.4,0.4,34.4,5.7,2,3.8,3.7,2,7.5,15.8,1.64,119
607,GRAND MESA CO,2003,5.6,2.5,19.9,6.5,3,5.5,8.1,1.7,7.5,13.3,2.17,142
608,GRAND MESA CO,2004,5.6,2.5,27,4.9,1.4,7.8,6.4,2.5,10.8,13.9,2.2,102
609,GRAND MESA CO,2005,5.5,3.2,6.5,0.8,<1,1.3,5,0.6,5.2,6.4,0.51,221
610,GRAND MESA CO,2006,5.9,1.3,17.9,3.3,2.3,1.2,6.3,1.7,7.7,11.6,0.75,137
611,GRAND MESA CO,2007,6,1,23,5.6,2.9,7,2.6,2.5,11.7,13.8,1.87,112
612,GRAND MESA CO,2008,5.8,1.6,19.4,3.3,4.3,1.1,3.5,2.3,7.1,8.3,0.58,198
613,GRAND MESA CO,2009,6.6,0.3,35.9,4.9,2.5,1.7,5.5,1.7,7.1,8.8,0.78,142
614,GRAND MESA CO,2010,5.3,5,9,1.6,1,1.1,5.5,0.8,5,8.4,0.5,145
615,GRAND MESA CO,2011,6.2,0.6,27.7,4.6,2.2,3.5,6.8,1.1,6.2,7.9,1.54,170
616,GRAND MESA CO,2012,5.3,5,28.9,5.8,3,4.1,3,2.5,8.7,8.6,1.4,130
617,GRAND MESA CO,2013,5.2,6.3,21,4.1,1.3,1.8,6.4,1.1,5,8.6,0.6,114
618,GRAND MESA CO,2014,6.1,0.8,22,5.8,3.1,3.8,3.4,2,6.9,9.2,1.5,132
619,GRAND MESA CO,2015,5.7,2,9,2.5,2.1,1.5,5.3,1.7,4.4,7.2,0.83,119
620,GRAND MESA CO,2016,6.5,0.3,27.4,4,3,2.9,3.7,1.4,6.2,6.3,0.62,145
621,GRAND MESA CO,2017,5.7,2,9.5,2.5,0.9,2.3,3.4,1.1,3.3,3.9,1.37,147
622,GRAND MESA CO,2018,6.2,0.6,44.8,6.4,3.8,2.6,9.1,3.1,5.6,9,1.21,74
2383,GRAND MESA CO,1993,5,10,<3.1,<1.7,<3,0.5,3.5,<1.1,9.6,5.8,0.4,251
2384,GRAND MESA CO,1994,5.5,3.2,16.4,4,3.9,6.7,8.9,2.3,12.7,12.4,2.5,117
2385,GRAND MESA CO,1995,5.2,6.3,9.5,<1.7,<3,0.5,4.7,<1.1,7.5,10.4,0.9,249
2386,GRAND MESA CO,1996,5.6,2.5,9.8,<1.7,0.9,0.8,3.7,<1.1,6.5,7.6,0.7,165
2387,GRAND MESA CO,1997,5.1,7.9,7.6,<1.7,,0.5,3,1.1,8.7,8.6,1.3,206
2388,GRAND MESA CO,1998,5.1,7.9,8,1.6,1.3,0.5,5,1.1,10.2,9.4,0.7,196
2389,GRAND MESA CO,1999,6.5,0.3,44.3,4,3.4,2.3,7.8,2,12.3,11.8,1.3,168
2390,GRAND MESA CO,2000,5.2,6.3,11,2.5,1.6,1.4,6.7,1.1,8.7,11.6,0.79,160
2391,GRAND MESA CO,2001,5.4,4,12.9,2.5,2.2,1.2,7.4,<0.6,9.8,14.8,0.7,127
2392,GRAND MESA CO,2002,6.4,0.4,34.4,5.7,2,3.8,3.7,2,7.5,15.8,1.64,119
2393,GRAND MESA CO,2003,5.6,2.5,19.9,6.5,3,5.5,8.1,1.7,7.5,13.3,2.17,142
2394,GRAND MESA CO,2004,5.6,2.5,27,4.9,1.4,7.8,6.4,2.5,10.8,13.9,2.2,102
2395,GRAND MESA CO,2005,5.5,3.2,6.5,0.8,<1,1.3,5,0.6,5.2,6.4,0.51,221
2396,GRAND MESA CO,2006,5.9,1.3,17.9,3.3,2.3,1.2,6.3,1.7,7.7,11.6,0.75,137
2397,GRAND MESA CO,2007,6,1,23,5.6,2.9,7,2.6,2.5,11.7,13.8,1.87,112
2398,GRAND MESA CO,2008,5.8,1.6,19.4,3.3,4.3,1.1,3.5,2.3,7.1,8.3,0.58,198
2399,GRAND MESA CO,2009,6.6,0.3,35.9,4.9,2.5,1.7,5.5,1.7,7.1,8.8,0.78,142
2400,GRAND MESA CO,2010,5.3,5,9,1.6,1,1.1,5.5,0.8,5,8.4,0.5,145
2401,GRAND MESA CO,2011,6.2,0.6,27.7,4.6,2.2,3.5,6.8,1.1,6.2,7.9,1.54,170
2402,GRAND MESA CO,2012,5.3,5,28.9,5.8,3,4.1,3,2.5,8.7,8.6,1.4,130
2403,GRAND MESA CO,2013,5.2,6.3,21,4.1,1.3,1.8,6.4,1.1,5,8.6,0.6,114
2404,GRAND MESA CO,2014,6.1,0.8,22,5.8,3.1,3.8,3.4,2,6.9,9.2,1.5,132
2405,GRAND MESA CO,2015,5.7,2,9,2.5,2.1,1.5,5.3,1.7,4.4,7.2,0.83,119
2406,GRAND MESA CO,2016,6.5,0.3,27.4,4,3,2.9,3.7,1.4,6.2,6.3,0.62,145
2407,GRAND MESA CO,2017,5.7,2,9.5,2.5,0.9,2.3,3.4,1.1,3.3,3.9,1.37,147
2408,GRAND MESA CO,2018,6.2,0.6,44.8,6.4,3.8,2.6,9.1,3.1,5.6,9,1.21,74
629,GRANITE PASS MT,1993,5.3,5,<3.1,<1.7,<3,<0.5,1.8,<1.1,3.3,2.2,0.4,183
630,GRANITE PASS MT,1994,5.3,5,<3.1,<1.7,<3,0.5,2.2,1.4,3.1,3,0.7,147
631,GRANITE PASS MT,1995,5.3,5,<3.1,<1.7,<3,<0.5,1.7,<1.1,2.3,2.4,0.5,201
632,GRANITE PASS MT,1996,5.4,4,<3.1,<1.7,<0.9,1.5,<0.7,<1.1,1.9,1.8,0.9,216
633,GRANITE PASS MT,1997,5.3,5,<3.1,<1.7,,0.5,0.8,<1.1,1.7,2,0.8,351
634,GRANITE PASS MT,1998,5.2,6.3,1,0.8,3,0.8,1,2,2.9,3.2,0.8,150
635,GRANITE PASS MT,1999,5.3,5,1,<0.2,<1,0.6,1.2,1.1,1.7,2,0.4,292
636,GRANITE PASS MT,2000,5.2,6.3,0.5,0.8,<1,<0.4,1.6,<0.6,2.1,2.6,0.8,211
637,GRANITE PASS MT,2001,5.4,4,5.5,1.6,1.7,1.1,3.7,<0.6,5,5.4,0.9,122
638,GRANITE PASS MT,2002,5.5,3.2,1.5,0.8,<1,0.6,1.3,0.6,1.9,2.8,0.48,239
639,GRANITE PASS MT,2003,5.2,6.3,3,1.6,<1,0.9,2.3,0.8,1.7,2.4,0.51,251
640,GRANITE PASS MT,2004,4.9,12.6,1.8,0.7,1.3,1.1,2.1,1.4,2.1,2.8,0.79,221
641,GRANITE PASS MT,2005,5.3,5,1,0.8,<1,2.1,<1,1.7,2.1,3.3,1.27,79
642,GRANITE PASS MT,2006,5.4,4,0.5,<0.2,1.7,0.9,1.7,2.5,1.9,2.4,0.52,257
643,GRANITE PASS MT,2007,5.6,2.5,2,0.7,1.6,1.4,<1,2,2.5,1.8,0.74,173
644,GRANITE PASS MT,2008,5.3,5,2.5,<0.2,1.5,0.6,1.1,1.1,1.9,2.6,0.31,257
645,GRANITE PASS MT,2009,5.4,4,<0.4,<0.2,<1,1.2,1.7,0.8,1.9,2.6,0.47,140
646,GRANITE PASS MT,2010,5.2,6.3,3,0.8,1.1,2.3,2.6,0.8,1.9,2.6,1.55,104
647,GRANITE PASS MT,2011,5.3,5,2.1,0.6,2.9,1,1.8,0.8,2.1,2.6,0.42,290
648,GRANITE PASS MT,2012,4.8,15.8,3.5,3.3,1.7,7.7,<1.1,2.5,2.5,1.9,1,226
649,GRANITE PASS MT,2013,4.9,12.6,2.5,<1.6,<0.9,1,2.9,1.1,2.1,4.3,0.5,155
650,GRANITE PASS MT,2014,6,1,4,4.1,1.7,6.1,<0.5,2.4,2.1,<0.2,4,241
651,GRANITE PASS MT,2015,5.5,3.2,0.6,0.4,0.7,0.9,1.6,0.8,1,1.3,0.41,145
652,GRANITE PASS MT,2016,5.6,2.5,1.5,0.8,1.3,1.7,1.2,1.4,1,0.9,0.73,185
653,GRANITE PASS MT,2017,5.4,4,2,0.8,1.3,0.7,1.7,1.4,1.5,2.4,0.36,226
654,GRANITE PASS MT,2018,5.5,3.2,2.1,1.4,1,1.4,1.9,1.1,1.5,2.1,1,224
2415,GRANITE PASS MT,1993,5.3,5,<3.1,<1.7,<3,<0.5,1.8,<1.1,3.3,2.2,0.4,183
2416,GRANITE PASS MT,1994,5.3,5,<3.1,<1.7,<3,0.5,2.2,1.4,3.1,3,0.7,147
2417,GRANITE PASS MT,1995,5.3,5,<3.1,<1.7,<3,<0.5,1.7,<1.1,2.3,2.4,0.5,201
2418,GRANITE PASS MT,1996,5.4,4,<3.1,<1.7,<0.9,1.5,<0.7,<1.1,1.9,1.8,0.9,216
2419,GRANITE PASS MT,1997,5.3,5,<3.1,<1.7,,0.5,0.8,<1.1,1.7,2,0.8,351
2420,GRANITE PASS MT,1998,5.2,6.3,1,0.8,3,0.8,1,2,2.9,3.2,0.8,150
2421,GRANITE PASS MT,1999,5.3,5,1,<0.2,<1,0.6,1.2,1.1,1.7,2,0.4,292
2422,GRANITE PASS MT,2000,5.2,6.3,0.5,0.8,<1,<0.4,1.6,<0.6,2.1,2.6,0.8,211
2423,GRANITE PASS MT,2001,5.4,4,5.5,1.6,1.7,1.1,3.7,<0.6,5,5.4,0.9,122
2424,GRANITE PASS MT,2002,5.5,3.2,1.5,0.8,<1,0.6,1.3,0.6,1.9,2.8,0.48,239
2425,GRANITE PASS MT,2003,5.2,6.3,3,1.6,<1,0.9,2.3,0.8,1.7,2.4,0.51,251
2426,GRANITE PASS MT,2004,4.9,12.6,1.8,0.7,1.3,1.1,2.1,1.4,2.1,2.8,0.79,221
2427,GRANITE PASS MT,2005,5.3,5,1,0.8,<1,2.1,<1,1.7,2.1,3.3,1.27,79
2428,GRANITE PASS MT,2006,5.4,4,0.5,<0.2,1.7,0.9,1.7,2.5,1.9,2.4,0.52,257
2429,GRANITE PASS MT,2007,5.6,2.5,2,0.7,1.6,1.4,<1,2,2.5,1.8,0.74,173
2430,GRANITE PASS MT,2008,5.3,5,2.5,<0.2,1.5,0.6,1.1,1.1,1.9,2.6,0.31,257
2431,GRANITE PASS MT,2009,5.4,4,<0.4,<0.2,<1,1.2,1.7,0.8,1.9,2.6,0.47,140
2432,GRANITE PASS MT,2010,5.2,6.3,3,0.8,1.1,2.3,2.6,0.8,1.9,2.6,1.55,104
2433,GRANITE PASS MT,2011,5.3,5,2.1,0.6,2.9,1,1.8,0.8,2.1,2.6,0.42,290
2434,GRANITE PASS MT,2012,4.8,15.8,3.5,3.3,1.7,7.7,<1.1,2.5,2.5,1.9,1,226
2435,GRANITE PASS MT,2013,4.9,12.6,2.5,<1.6,<0.9,1,2.9,1.1,2.1,4.3,0.5,155
2436,GRANITE PASS MT,2014,6,1,4,4.1,1.7,6.1,<0.5,2.4,2.1,<0.2,4,241
2437,GRANITE PASS MT,2015,5.5,3.2,0.6,0.4,0.7,0.9,1.6,0.8,1,1.3,0.41,145
2438,GRANITE PASS MT,2016,5.6,2.5,1.5,0.8,1.3,1.7,1.2,1.4,1,0.9,0.73,185
2439,GRANITE PASS MT,2017,5.4,4,2,0.8,1.3,0.7,1.7,1.4,1.5,2.4,0.36,226
2440,GRANITE PASS MT,2018,5.5,3.2,2.1,1.4,1,1.4,1.9,1.1,1.5,2.1,1,224
661,GRIZZLY RIDGE UT,2007,6.2,0.6,19.8,4.5,2.7,1.8,5.7,1.7,6,11.4,0.84,91
662,GRIZZLY RIDGE UT,2008,5.4,4,13.4,1.6,1.2,0.8,3.5,0.8,5,8.5,0.51,99
663,GRIZZLY RIDGE UT,2009,6.5,0.3,31.4,5.7,3.5,2.6,5.7,2,7.9,12.1,1.3,91
664,GRIZZLY RIDGE UT,2010,5.4,4,16.4,4,2.7,2.5,9.1,2,8.5,14,1.25,91
665,GRIZZLY RIDGE UT,2011,6.1,0.8,21.4,4.3,2.4,2.1,3.4,1.1,6,8.7,2.02,104
666,GRIZZLY RIDGE UT,2012,5.8,1.6,70.4,15.6,14.8,7.7,4.9,8.7,13.7,15.4,4.3,56
667,GRIZZLY RIDGE UT,2013,5.7,2,22,4.9,1.3,1.5,10,2,7.1,12.9,0.9,76
668,GRIZZLY RIDGE UT,2014,6.8,0.2,28.9,7.4,3.8,5.5,25.8,3,6.2,9.5,1.5,86
669,GRIZZLY RIDGE UT,2016,5.9,1.3,17.4,4,6.5,1.6,6.9,2,8.7,8.4,0.79,89
670,GRIZZLY RIDGE UT,2017,,,,,,,,,,,,89
671,GRIZZLY RIDGE UT,2018,6.3,0.5,22.5,4.6,5.1,1.8,9.5,3.1,5.8,8.1,0.71,89
2447,GRIZZLY RIDGE UT,2007,6.2,0.6,19.8,4.5,2.7,1.8,5.7,1.7,6,11.4,0.84,91
2448,GRIZZLY RIDGE UT,2008,5.4,4,13.4,1.6,1.2,0.8,3.5,0.8,5,8.5,0.51,99
2449,GRIZZLY RIDGE UT,2009,6.5,0.3,31.4,5.7,3.5,2.6,5.7,2,7.9,12.1,1.3,91
2450,GRIZZLY RIDGE UT,2010,5.4,4,16.4,4,2.7,2.5,9.1,2,8.5,14,1.25,91
2451,GRIZZLY RIDGE UT,2011,6.1,0.8,21.4,4.3,2.4,2.1,3.4,1.1,6,8.7,2.02,104
2452,GRIZZLY RIDGE UT,2012,5.8,1.6,70.4,15.6,14.8,7.7,4.9,8.7,13.7,15.4,4.3,56
2453,GRIZZLY RIDGE UT,2013,5.7,2,22,4.9,1.3,1.5,10,2,7.1,12.9,0.9,76
2454,GRIZZLY RIDGE UT,2014,6.8,0.2,28.9,7.4,3.8,5.5,25.8,3,6.2,9.5,1.5,86
2455,GRIZZLY RIDGE UT,2016,5.9,1.3,17.4,4,6.5,1.6,6.9,2,8.7,8.4,0.79,89
2456,GRIZZLY RIDGE UT,2017,,,,,,,,,,,,89
2457,GRIZZLY RIDGE UT,2018,6.3,0.5,22.5,4.6,5.1,1.8,9.5,3.1,5.8,8.1,0.71,89
672,GYPSUM CREEK WY,1993,5,10,<3.1,<1.7,<3,<0.5,2.5,<1.1,5,7.1,0.3,97
673,GYPSUM CREEK WY,1994,5.7,2,7.6,1.8,3.9,0.8,6.8,2,6.9,8.8,0.7,79
674,GYPSUM CREEK WY,1995,5.1,7.9,5,3.3,<3,3.6,2.9,1.4,7.7,7.8,1.8,81
675,GYPSUM CREEK WY,1996,5.2,6.3,<3.1,<1.7,<0.9,<0.5,2.1,<1.1,3.3,4.5,0.5,147
676,GYPSUM CREEK WY,1997,5.2,6.3,<3.1,<1.7,,<0.5,2.1,<1.1,2.7,5.9,0.7,130
677,GYPSUM CREEK WY,1999,5.3,5,5,0.8,1.3,1.7,5,1.4,5,7.4,1,104
678,GYPSUM CREEK WY,2000,5.3,5,4,1.6,3.4,1.6,3.4,<0.6,4,5.9,0.37,132
679,GYPSUM CREEK WY,2001,5.2,6.3,7.5,2.5,1.9,1.6,3.7,<0.6,6.2,11.7,1.2,66
680,GYPSUM CREEK WY,2002,5.3,5,6.5,1.6,3.1,0.5,7.3,1.4,6.9,10.9,0.23,104
681,GYPSUM CREEK WY,2003,6.2,0.6,20.9,4,8.7,0.8,7.2,2.8,10,6.7,0.68,117
682,GYPSUM CREEK WY,2004,5.4,4,4.6,1.5,<1,0.4,2.5,1.1,3.1,6.9,0.64,91
683,GYPSUM CREEK WY,2005,5.4,4,3,0.8,<1,0.8,3,<0.6,3.1,7.1,0.34,84
684,GYPSUM CREEK WY,2006,5.3,5,2,0.8,<1,2.2,3.5,1.1,2.9,6.3,1.24,117
685,GYPSUM CREEK WY,2007,5.3,5,7.5,2.2,1.1,5.4,<1,1.7,4.8,6.9,1.74,81
686,GYPSUM CREEK WY,2008,5.3,5,6.5,0.8,1.1,1.7,4.3,1.1,3.1,7.8,0.86,99
687,GYPSUM CREEK WY,2009,5.9,1.3,10,2.5,4.9,1.9,4.3,4.5,4.4,7,0.82,104
688,GYPSUM CREEK WY,2010,5.1,7.9,5,1.6,<1,1.4,3.3,0.6,2.5,10.1,0.84,51
689,GYPSUM CREEK WY,2011,5.5,3.2,4.4,1.3,<1,1.6,3.9,0.6,2.5,5.2,1.05,130
690,GYPSUM CREEK WY,2012,5.2,6.3,7,<1.6,3.9,1.8,7.4,1.9,4,4.4,0.8,114
691,GYPSUM CREEK WY,2013,5.2,6.3,5.5,2.5,0.9,2,7.2,1.4,3.3,6.4,1,84
692,GYPSUM CREEK WY,2014,5.9,1.3,4.5,0.8,1.2,0.9,4.9,1.3,2.3,3.5,0.39,201
693,GYPSUM CREEK WY,2015,5.5,3.2,2.8,0.9,1,0.8,4,1.1,2.1,4.1,0.36,104
694,GYPSUM CREEK WY,2016,5.7,2,6,1.6,2.6,1.4,4,1.1,2.7,5,0.8,84
695,GYPSUM CREEK WY,2017,5.5,3.2,4,1.6,0.9,1.1,3,1.1,2.3,4.6,1.05,145
696,GYPSUM CREEK WY,2018,5.9,1.3,7.1,1.7,3.3,1.7,6.7,1.7,4.4,5.7,0.69,117
2458,GYPSUM CREEK WY,1993,5,10,<3.1,<1.7,<3,<0.5,2.5,<1.1,5,7.1,0.3,97
2459,GYPSUM CREEK WY,1994,5.7,2,7.6,1.8,3.9,0.8,6.8,2,6.9,8.8,0.7,79
2460,GYPSUM CREEK WY,1995,5.1,7.9,5,3.3,<3,3.6,2.9,1.4,7.7,7.8,1.8,81
2461,GYPSUM CREEK WY,1996,5.2,6.3,<3.1,<1.7,<0.9,<0.5,2.1,<1.1,3.3,4.5,0.5,147
2462,GYPSUM CREEK WY,1997,5.2,6.3,<3.1,<1.7,,<0.5,2.1,<1.1,2.7,5.9,0.7,130
2463,GYPSUM CREEK WY,1999,5.3,5,5,0.8,1.3,1.7,5,1.4,5,7.4,1,104
2464,GYPSUM CREEK WY,2000,5.3,5,4,1.6,3.4,1.6,3.4,<0.6,4,5.9,0.37,132
2465,GYPSUM CREEK WY,2001,5.2,6.3,7.5,2.5,1.9,1.6,3.7,<0.6,6.2,11.7,1.2,66
2466,GYPSUM CREEK WY,2002,5.3,5,6.5,1.6,3.1,0.5,7.3,1.4,6.9,10.9,0.23,104
2467,GYPSUM CREEK WY,2003,6.2,0.6,20.9,4,8.7,0.8,7.2,2.8,10,6.7,0.68,117
2468,GYPSUM CREEK WY,2004,5.4,4,4.6,1.5,<1,0.4,2.5,1.1,3.1,6.9,0.64,91
2469,GYPSUM CREEK WY,2005,5.4,4,3,0.8,<1,0.8,3,<0.6,3.1,7.1,0.34,84
2470,GYPSUM CREEK WY,2006,5.3,5,2,0.8,<1,2.2,3.5,1.1,2.9,6.3,1.24,117
2471,GYPSUM CREEK WY,2007,5.3,5,7.5,2.2,1.1,5.4,<1,1.7,4.8,6.9,1.74,81
2472,GYPSUM CREEK WY,2008,5.3,5,6.5,0.8,1.1,1.7,4.3,1.1,3.1,7.8,0.86,99
2473,GYPSUM CREEK WY,2009,5.9,1.3,10,2.5,4.9,1.9,4.3,4.5,4.4,7,0.82,104
2474,GYPSUM CREEK WY,2010,5.1,7.9,5,1.6,<1,1.4,3.3,0.6,2.5,10.1,0.84,51
2475,GYPSUM CREEK WY,2011,5.5,3.2,4.4,1.3,<1,1.6,3.9,0.6,2.5,5.2,1.05,130
2476,GYPSUM CREEK WY,2012,5.2,6.3,7,<1.6,3.9,1.8,7.4,1.9,4,4.4,0.8,114
2477,GYPSUM CREEK WY,2013,5.2,6.3,5.5,2.5,0.9,2,7.2,1.4,3.3,6.4,1,84
2478,GYPSUM CREEK WY,2014,5.9,1.3,4.5,0.8,1.2,0.9,4.9,1.3,2.3,3.5,0.39,201
2479,GYPSUM CREEK WY,2015,5.5,3.2,2.8,0.9,1,0.8,4,1.1,2.1,4.1,0.36,104
2480,GYPSUM CREEK WY,2016,5.7,2,6,1.6,2.6,1.4,4,1.1,2.7,5,0.8,84
2481,GYPSUM CREEK WY,2017,5.5,3.2,4,1.6,0.9,1.1,3,1.1,2.3,4.6,1.05,145
2482,GYPSUM CREEK WY,2018,5.9,1.3,7.1,1.7,3.3,1.7,6.7,1.7,4.4,5.7,0.69,117
704,HOPEWELL NM,1993,4.9,12.6,<3.1,<1.7,<3,<0.5,3.2,1.1,10.2,6.8,0.3,196
705,HOPEWELL NM,1994,5.1,7.9,8,<1.7,<3,1.3,4.3,2,9.4,8.7,0.8,130
706,HOPEWELL NM,1995,5.4,4,7,<1.7,<3,0.8,5.2,<1.1,6.5,7.1,0.7,183
707,HOPEWELL NM,1995,,,,,,,,,,,,183
708,HOPEWELL NM,1996,6.2,0.6,31.4,4,2.6,3.8,6.3,1.4,11,20.1,1.9,104
709,HOPEWELL NM,1997,5.1,7.9,9.3,<1.7,,1,3.5,1.1,8.5,11.4,0.7,147
710,HOPEWELL NM,1998,5,10,13.4,1.6,2.6,0.8,5.2,2,11.5,12.9,0.8,130
711,HOPEWELL NM,1999,5.7,2,26.9,3.2,3.1,1.2,7.7,2,13.5,17.1,0.9,145
712,HOPEWELL NM,2000,5.4,4,21.9,3.3,2.6,1.1,4.3,1.1,8.5,13.2,0.8,102
713,HOPEWELL NM,2001,5,10,8,0.8,2.4,0.8,6.3,1.1,8.1,14.3,0.5,150
714,HOPEWELL NM,2002,5.8,1.6,24.4,4,3,1.5,5,2.5,8.3,17.5,0.52,89
715,HOPEWELL NM,2003,6.2,0.6,26.4,3.3,2,1.1,5.4,1.4,7.3,12.1,0.61,124
716,HOPEWELL NM,2004,5.2,6.3,10.9,1.7,<1,2.1,4.5,1.1,6.9,11.3,1.09,86
717,HOPEWELL NM,2005,5.2,6.3,3.5,<0.2,<1,0.6,2.9,<0.6,4.8,7.6,0.3,155
718,HOPEWELL NM,2006,6.5,0.3,45.8,5.7,4.8,3,8.8,3.7,11.9,19.6,1.24,91
719,HOPEWELL NM,2007,5.8,1.6,16.5,2.6,2.3,1.8,7.7,2.3,9.2,12.7,0.58,99
720,HOPEWELL NM,2008,5.2,6.3,8,0.8,<1,1.1,3.4,0.6,4.6,6.8,0.59,178
721,HOPEWELL NM,2009,5.7,2,11,1.6,1.4,2.4,4,1.1,7.3,7.6,0.92,135
722,HOPEWELL NM,2010,5.5,3.2,10.5,2.5,1.7,5.6,9.1,1.7,6.2,9.8,1.54,155
723,HOPEWELL NM,2011,5.8,1.6,20.3,5.8,2.7,9.6,<1,2,6.5,10.9,4.33,99
724,HOPEWELL NM,2012,5.4,4,32.4,7.4,2.6,7.2,3.7,2.5,7.7,10.5,2.1,114
725,HOPEWELL NM,2013,5.5,3.2,13.5,3.3,1.3,4.1,5,1.1,5.2,9.3,1,104
726,HOPEWELL NM,2014,6.8,0.2,54.9,8.2,5.8,8.4,6.2,4.2,10.2,14.2,1.8,89
727,HOPEWELL NM,2015,5.6,2.5,6.7,1.6,1.7,2.2,6.9,2.5,4.4,7.8,0.45,122
728,HOPEWELL NM,2016,5.8,1.6,10.5,1.6,3,4.8,5.9,2,5,8,0.76,97
729,HOPEWELL NM,2017,5.7,2,6.5,0.8,0.4,1.3,3.7,0.8,3.1,4.8,0.48,160
730,HOPEWELL NM,2018,6.3,0.5,30.5,3.6,3.7,1.9,6.6,2.5,6.2,9.1,0.49,51
2490,HOPEWELL NM,1993,4.9,12.6,<3.1,<1.7,<3,<0.5,3.2,1.1,10.2,6.8,0.3,196
2491,HOPEWELL NM,1994,5.1,7.9,8,<1.7,<3,1.3,4.3,2,9.4,8.7,0.8,130
2492,HOPEWELL NM,1995,5.4,4,7,<1.7,<3,0.8,5.2,<1.1,6.5,7.1,0.7,183
2493,HOPEWELL NM,1995,,,,,,,,,,,,183
2494,HOPEWELL NM,1996,6.2,0.6,31.4,4,2.6,3.8,6.3,1.4,11,20.1,1.9,104
2495,HOPEWELL NM,1997,5.1,7.9,9.3,<1.7,,1,3.5,1.1,8.5,11.4,0.7,147
2496,HOPEWELL NM,1998,5,10,13.4,1.6,2.6,0.8,5.2,2,11.5,12.9,0.8,130
2497,HOPEWELL NM,1999,5.7,2,26.9,3.2,3.1,1.2,7.7,2,13.5,17.1,0.9,145
2498,HOPEWELL NM,2000,5.4,4,21.9,3.3,2.6,1.1,4.3,1.1,8.5,13.2,0.8,102
2499,HOPEWELL NM,2001,5,10,8,0.8,2.4,0.8,6.3,1.1,8.1,14.3,0.5,150
2500,HOPEWELL NM,2002,5.8,1.6,24.4,4,3,1.5,5,2.5,8.3,17.5,0.52,89
2501,HOPEWELL NM,2003,6.2,0.6,26.4,3.3,2,1.1,5.4,1.4,7.3,12.1,0.61,124
2502,HOPEWELL NM,2004,5.2,6.3,10.9,1.7,<1,2.1,4.5,1.1,6.9,11.3,1.09,86
2503,HOPEWELL NM,2005,5.2,6.3,3.5,<0.2,<1,0.6,2.9,<0.6,4.8,7.6,0.3,155
2504,HOPEWELL NM,2006,6.5,0.3,45.8,5.7,4.8,3,8.8,3.7,11.9,19.6,1.24,91
2505,HOPEWELL NM,2007,5.8,1.6,16.5,2.6,2.3,1.8,7.7,2.3,9.2,12.7,0.58,99
2506,HOPEWELL NM,2008,5.2,6.3,8,0.8,<1,1.1,3.4,0.6,4.6,6.8,0.59,178
2507,HOPEWELL NM,2009,5.7,2,11,1.6,1.4,2.4,4,1.1,7.3,7.6,0.92,135
2508,HOPEWELL NM,2010,5.5,3.2,10.5,2.5,1.7,5.6,9.1,1.7,6.2,9.8,1.54,155
2509,HOPEWELL NM,2011,5.8,1.6,20.3,5.8,2.7,9.6,<1,2,6.5,10.9,4.33,99
2510,HOPEWELL NM,2012,5.4,4,32.4,7.4,2.6,7.2,3.7,2.5,7.7,10.5,2.1,114
2511,HOPEWELL NM,2013,5.5,3.2,13.5,3.3,1.3,4.1,5,1.1,5.2,9.3,1,104
2512,HOPEWELL NM,2014,6.8,0.2,54.9,8.2,5.8,8.4,6.2,4.2,10.2,14.2,1.8,89
2513,HOPEWELL NM,2015,5.6,2.5,6.7,1.6,1.7,2.2,6.9,2.5,4.4,7.8,0.45,122
